idCliente;apellido1;apellido2;nombre;salario;rangoSalarial;localidad;municipio;provincia
1250;LECUONA;GUILLEN;HUGO WALTER;23113,15077;bajo;Condado de Treviño;Comarca del Ebro;Burgos
1251;LEDESMA;PEREIRA;MARIA DEL ROSARIO;19255,21089;muy bajo;Contreras;Sierra de la Demanda (comarca);Burgos
1252;LEIVA;LAZZO;MARIO JAVIER;20114,06615;muy bajo;Coruña del Conde;Ribera del Duero;Burgos
1253;LEMOS;RODRIGUEZ;MARIA CRISTINA;34885,1202;alto;Covarrubias;Comarca del Arlanza;Burgos
1254;LENS;SOTELO;HUGO ENRIQUE;25028,46377;medio;Cubillo del Campo;;Burgos
1255;LEON;ALMEIDA;MARISA;29683,09253;medio;Cubo de Bureba;La Bureba;Burgos
1256;LEOPOLD;FRAIGOLA;ALEJANDRO GUILLERMO;24686,30877;bajo;Cuevas de San Clemente;Comarca del Arlanza;Burgos
1257;LEOPOLD;COSTABILE;LUIS VICTOR;41066,08224;muy alto;Encío;Comarca del Ebro;Burgos
1258;LERENA;MORENA;EDGARDO;18185,93873;muy bajo;Espinosa de Cervera;Comarca del Arlanza;Burgos
1259;LESA;MIRALDO;ANDRES FERNANDO;20827,18398;muy bajo;Espinosa de los Monteros;Las Merindades;Burgos
1260;LESCANO;FRASCHINI;HECTOR CALOS;31020,66083;alto;Espinosa del Camino;Montes de Oca (comarca);Burgos
1261;LEV;PONIACHJK;LEON;21866,69208;muy bajo;Estépar;Alfoz de Burgos;Burgos
1262;LEVA;RISSO;MARIA GRACIELA;20121,33922;muy bajo;Fontioso;Comarca del Arlanza;Burgos
1263;LEVY;GERBAN;VIVIANA CONSTANCIA;15079,50474;muy bajo;Frandovínez;Alfoz de Burgos;Burgos
1264;LEYES;;OMAR;37256,66959;muy alto;Fresneda de la Sierra Tirón;Montes de Oca (comarca);Burgos
1265;LEYES;PEDROZO;MISAEL;32828,62656;alto;Fresneña;Montes de Oca (comarca);Burgos
1266;LEZAMA;ALAMADA;GERMAN;18618,55425;muy bajo;Fresnillo de las Dueñas;Ribera del Duero;Burgos
1267;LEZCANO;SATANA;RICHARD ALEX;23730,64861;bajo;Fresno de Rodilla;Alfoz de Burgos;Burgos
1268;LIARD;MAGNANO;EDUARDO;15892,97621;muy bajo;Fresno de Río Tirón;Montes de Oca (comarca);Burgos
1269;LIBONATTI;ALONSO;HUGO GABRIEL;36390,56406;muy alto;Frías;Las Merindades;Burgos
1270;LICANDRO;FERRANDO;GERARDO NERCELO;23461,97158;bajo;Fuentebureba;La Bureba;Burgos
1271;LICANDRO;GOLDARACENA;JOSE ANTONIO;36819,80048;muy alto;Fuentecén;Ribera del Duero;Burgos
1272;LICHA;VILA;JOSE IGNACIO;29148,35205;medio;Fuentelcésped;Ribera del Duero;Burgos
1273;LIMA;PROSERPIO;ANDRES PABLO;35317,36029;muy alto;Fuentelisendo;Ribera del Duero;Burgos
1274;LIMA VALVERDE;RAMOS;JORGE DANIEL;27242,07169;medio;Fuentemolinos;Ribera del Duero;Burgos
1275;LINDNER;YAQUINTA;MARISA ESTELA;27535,61496;medio;Fuentenebro;Ribera del Duero;Burgos
1276;LISSIO;IRIGARAY;ALEXIS ANIBAL;34712,52584;alto;Fuentespina;Ribera del Duero;Burgos
1277;LLAMBI;RODRIGUEZ;LAURA;28298,02471;medio;Galbarros;La Bureba;Burgos
1278;LLANES;CALIXTO;ALVARO LUIS;30250,28686;medio;Grijalba;Odra-Pisuerga;Burgos
1279;LLORENTE;CLAVIJO;STELLA MARY;28796,22598;medio;Grisaleña;La Bureba;Burgos
1280;LLOSA;TAPARI;LUIS ALBERTO;27498,00974;medio;Gumiel de Izán;Ribera del Duero;Burgos
1281;LLUBERAS;JABIF;RICARDO;27991,7891;medio;Gumiel de Mercado;Ribera del Duero;Burgos
1282;LOBELCHO;LAGUNA;JOSE WALTER;32157,73149;alto;Hacinas;Sierra de la Demanda (comarca);Burgos
1283;LODEIRO;GARCIA;ALFONSO MARCELO;29944,93207;medio;Haza;Ribera del Duero;Burgos
1284;LOIS;GRIPPI;MARIA GABRIELA;29268,70165;medio;Hontanas;Odra-Pisuerga;Burgos
1285;LOMBARDI;ESCAYOLA;EDUARDO ESTEBAN;28757,71576;medio;Hontangas;Ribera del Duero;Burgos
1286;LOMBIDE;MANTERO;GABRIEL;9863,849433;muy bajo;Hontoria de Valdearados;Ribera del Duero;Burgos
1287;LONG;ZAPATA;ESTELA;27843,4353;medio;Hontoria de la Cantera;Alfoz de Burgos;Burgos
1288;LONG;GARAT;RUPERTO;21841,48492;muy bajo;Hontoria del Pinar;Sierra de la Demanda (comarca);Burgos
1289;LONGUI;DIAZ;EDGAR DANIEL;35709,45754;muy alto;Hornillos del Camino;;Burgos
1290;LOPARDO;TELECHEA;LUIS MARIA;22883,92412;muy bajo;Hortigüela;Sierra de la Demanda (comarca);Burgos
1291;LOPEZ;TROTEIRO;CONSTANTINO;35118,99982;muy alto;Hoyales de Roa;Ribera del Duero;Burgos
1292;LOPEZ;SANCHO;JAVIER LUIS;27739,83019;medio;Huerta de Arriba;Sierra de la Demanda (comarca);Burgos
1293;LOPEZ;RODRIGUEZ;CARLOS MARIO;24913,16832;bajo;Humada;Páramos (comarca);Burgos
1294;LOPEZ;RAMOS;HEBER DANIEL;29861,02758;medio;Hurones;Alfoz de Burgos;Burgos
1295;LOPEZ;COLLAZO;LUIS CESAR;18963,73156;muy bajo;Huérmeces;Burgos;Burgos
1296;LOPEZ;BARRERA;OSCAR OMAR;30554,76367;medio;Ibeas de Juarros;Alfoz de Burgos;Burgos
1297;LOPEZ;AREZO;NESTOR;35887,58292;muy alto;Ibrillos;Montes de Oca (comarca);Burgos
1298;LOPEZ;TRIGO;MAITE;30120,26441;medio;Iglesiarrubia;Comarca del Arlanza;Burgos
1299;LOPEZ;CANCELA;JUAN CARLOS;22265,83077;muy bajo;Iglesias;Odra-Pisuerga;Burgos
1300;LOPEZ;RODRIGUEZ;SERGIO OMAR;29146,32252;medio;Isar;Odra-Pisuerga;Burgos
1301;LOPEZ;MONTEMURRO;GUZMÁN;25746,28367;medio;Itero del Castillo;Odra-Pisuerga;Burgos
1302;LOPEZ;MOROY;MARCELA AMALIA;18541,40226;muy bajo;Jaramillo Quemado;Sierra de la Demanda (comarca);Burgos
1303;LOPEZ;ZIROLLO;MARIA ALICIA;27003,86082;medio;Jaramillo de la Fuente;Sierra de la Demanda (comarca);Burgos
1304;LOPEZ;UBEDA;MARIA CRISTINA;34568,87602;alto;Junta de Traslaloma;Las Merindades;Burgos
1305;LOPEZ;CACCIAVILLANI;WILFREDO;25830,24245;medio;Junta de Villalba de Losa;Las Merindades;Burgos
1306;LOPEZ;;NELIDA;19787,58189;muy bajo;Jurisdicción de Lara;Sierra de la Demanda (comarca);Burgos
1307;LORBEER;PONS;GERARDO;35846,90387;muy alto;Jurisdicción de San Zadornil;Las Merindades;Burgos
1308;LORDA;MAYORA;WILMA LORDA;37309,47397;muy alto;La Cueva de Roa;Ribera del Duero;Burgos
1309;LORENTE;VICENTE;RAMON MARIA;26730,2954;medio;La Gallega;Sierra de la Demanda (comarca);Burgos
1310;LORENZO;FIGUEROA;ELSA;22037,22381;muy bajo;La Horra;Ribera del Duero;Burgos
1311;LORENZO;ESTEFAN;FERNADO JOSE;28719,44136;medio;La Puebla de Arganzón;Comarca del Ebro;Burgos
1312;LORENZO;RESTANO;ERNESTO TABARE;23425,92186;bajo;La Revilla y Ahedo;Sierra de la Demanda (comarca);Burgos
1313;LORIER;SANDRO;EDUARDO;14765,02313;muy bajo;La Sequera de Haza;Ribera del Duero;Burgos
1314;LOUREIRO;ALBERO;JULIO C.;31172,12779;alto;La Vid de Bureba;La Bureba;Burgos
1315;LOUSTAUNAU;DOMINGUEZ;NELSON;26691,83229;medio;La Vid y Barrios;Ribera del Duero;Burgos
1316;LOVESIO;DONATI;SYLVIA DANIELA;24243,69106;bajo;Las Hormazas;Odra-Pisuerga;Burgos
1317;LOYARTE;OLIVERA;LUIS EDUARDO;20798,18653;muy bajo;Las Quintanillas;Alfoz de Burgos;Burgos
1318;LUCAS;MENA;ARANEL;28981,90619;medio;Lerma;Arlanza (comarca);Burgos
1319;LUCAS DE OLIVERA;TREMEZANO;EDUARDO;39420,58098;muy alto;Llano de Bureba;La Bureba;Burgos
1320;LUCIAN;MENA;HECTOR JOAQUIN;37985,49611;muy alto;Los Altos;Las Merindades;Burgos
1321;LUGO;AMARILLO;VICTOR;29906,04569;medio;Los Ausines;Alfoz de Lara;Burgos
1322;LUJAN;HERNANDEZ;LUIS ARTURO;17122,85245;muy bajo;Los Balbases;Odra-Pisuerga;Burgos
1323;LUPINACCI;DA SILVA;JOSE CARLOS;40584,47349;muy alto;Los Barrios de Bureba;La Bureba;Burgos
1324;LUQUE;RODRIGUEZ;DANILA;25617,65432;medio;Madrigal del Monte;Comarca del Arlanza;Burgos
1325;LURNER;STEINBERG;EDUARDO;26695,3167;medio;Madrigalejo del Monte;Comarca del Arlanza;Burgos
1326;LUSSICH;PATRON;ALEJANDRO CARLOS;34180,80057;alto;Mahamud;Comarca del Arlanza;Burgos
1327;LUST;ABALOS;IRMA IRENE;36233,15065;muy alto;Mambrilla de Castrejón;Ribera del Duero;Burgos
1328;LUZARDO;GONZALEZ;ALVARO;37627,50011;muy alto;Mambrillas de Lara;Sierra de la Demanda (comarca);Burgos
1329;LUZI;BACCI;MARIELA;17154,42858;muy bajo;Mamolar;Sierra de la Demanda (comarca);Burgos
1330;MACCIO;AMBROSONI;TERESITA;30023,89327;medio;Acebedo;Montaña Oriental;León
1331;MACHADO;CALVO;SILVIA MABEL;36951,57272;muy alto;Algadefe;Vega del Esla;León
1332;MACHADO;DEL RIO;ARMINDA;39887,4036;muy alto;Alija del Infantado;Tierra de La Bañeza;León
1333;MACHADO;LOTITO;HUGO;32471,83599;alto;Almanza;Tierra de Sahagún;León
1334;MACHADO;COSTA;EDGAR;22416,39211;muy bajo;Ardón;Páramo Leonés;León
1335;MACHADO;DE SOUZA;ELSA;36210,60342;muy alto;Arganza;;León
1336;MACIEL;MALEJ;ANTONIO;31191,20314;alto;Astorga;Tierra de Astorga;León
1337;MACIEL;PELLETTI;FAUSTO ALEJANDRO;22667,55668;muy bajo;Balboa;;León
1338;MACIEL;MARINO;RUBEN MARIA;31979,59049;alto;Barjas;;León
1339;MAGGI;SILVA;ANA MARÍA;30080,94547;medio;Bembibre;Bandera de El Bierzo.svg;León
1340;MAGLIA;CANZANI;ALVARO  MARIA;17468,82478;muy bajo;Benavides;Ribera del Órbigo;León
1341;MAGNIFICO;PEREZ;FERNANDO;33287,95752;alto;Benuza;;León
1342;MAGNONE;MENENDEZ;ANDRES OSCAR;25450,87228;medio;Bercianos del Páramo;Páramo Leonés;León
1343;MAGURNO;SOUTO;OSCAR;28249,40147;medio;Bercianos del Real Camino;Tierra de Sahagún;León
1344;MAHIA;FREIRE;JOSE CARLOS;37398,77659;muy alto;Berlanga del Bierzo;Bandera de El Bierzo.svg;León
1345;MAILHOS;GUTIERREZ;JUAN;23033,76514;bajo;Boca de Huérgano;Montaña Oriental;León
1346;MAINARD;GARCIA;MARIA ELENA;29996,62584;medio;Borrenes;Bandera de El Bierzo.svg;León
1347;MAINARDI;FILPI;WASHINGTON OMAR;32752,95961;alto;Boñar;Montaña Oriental;León
1348;MALAN;CASTRO;ENZO JAVIER;9690,358978;muy bajo;Brazuelo;Maragatería;León
1349;MALET;VAZQUEZ;MARIANA;31536,30022;alto;Burón;Montaña Oriental;León
1350;MALLO;CALVIÑO;ALMA SONNIA;25919,20514;medio;Bustillo del Páramo;Páramo Leonés;León
1351;MALLORCA;ROVETTA;JAVIER LEOMAR;11111,15497;muy bajo;Cabañas Raras;Bandera de El Bierzo.svg;León
1352;MALVAREZ;TORRES;GRACIELA;29706,59222;medio;Cabreros del Río;Vega del Esla;León
1353;MANGARELLI;COSTA;EMILIO ROBERTO;32590,04737;alto;Cabrillanes;Babia;León
1354;MANTA;ARES;EDUARDO JORGE;19038,96743;muy bajo;Cacabelos;Bandera de El Bierzo.svg;León
1355;MAÑANA;DOGLIOTTI;DANIEL EDUARDO;29601,60665;medio;Calzada del Coto;Tierra de Sahagún;León
1356;MAÑAY;EULA;IRMA GABY;12460,43144;muy bajo;Campazas;Vega del Esla;León
1357;MAQUIERA;;DANIELA;32885,55543;alto;Campo de Villavidel;Vega del Esla;León
1358;MARABOTO;GIOIA;JORGE;17450,78349;muy bajo;Camponaraya;Bandera de El Bierzo.svg;León
1359;MARCELLI;BERSARIAN;GERARDO LUIS;27933,16061;medio;Candín;Los Ancares;León
1360;MARCHESE;VIVIANI;MARCELO;13209,63384;muy bajo;Carracedelo;Bandera de El Bierzo.svg;León
1361;MARCOS;POSE;DIANA BEATRIZ;33145,76294;alto;Carrizo;Ribera del Órbigo;León
1362;MARGENAT;GIRIBALDI;LUIS AURELIO;33555,2798;alto;Carrocera;Comarca de Luna;León
1363;MARICHAL;MARCONA;CARLOS CESAR;21100,64406;muy bajo;Carucedo;Bandera de El Bierzo.svg;León
1364;MARIÑAS;MARRONE;SEBASTIAN;22400,75188;muy bajo;Castilfalé;Esla-Campos;León
1365;MARIÑO;;MARIO;20389,97087;muy bajo;Castrillo de Cabrera;Comarca de La Cabrera;León
1366;MARIÑO;CHAVEZ;DARIO ALBERTO;33258,71046;alto;Castrillo de la Valduerna;Tierra de La Bañeza;León
1367;MARIÑO;MAZZEI;MORGAN;32608,50253;alto;Castrocalbón;Tierra de La Bañeza;León
1368;MARQUEZ;VIDAL;MARIO DAVID;28120,87093;medio;Castrocontrigo;Tierra de La Bañeza;León
1369;MARQUEZ;RODRIGUEZ;NELSON JESUS;36976,29185;muy alto;Castropodame;Bandera de El Bierzo.svg;León
1370;MARQUISA;AREZZO;MARIA VICTORIA;45688,29721;muy alto;Castrotierra de Valmadrigal;Tierra de Sahagún;León
1371;MARQUISA;HORGALES;PATRICIA MARIA;29582,36348;medio;Cea;Tierra de Sahagún;León
1372;MARQUISA;AREZZO;YONA SOLEDAD;43756,57553;muy alto;Cebanico;Tierra de Sahagún;León
1373;MARQUISIO;CACERES;ADRIANA;26990,44311;medio;Cebrones del Río;Tierra de La Bañeza;León
1374;MARQUISIO;AGUIRRE;RICARDO;41397,60216;muy alto;Chozas de Abajo;Páramo Leonés;León
1375;MARRERO;AVERO;MANUEL;24688,45621;bajo;Cimanes de la Vega;Vega del Esla;León
1376;MARTENS;MULLER;NELSON EMILIO;29988,83819;medio;Cimanes del Tejar;Ribera del Órbigo;León
1377;MARTINELLI;PICART;LUIS  SANTIAGO;25389,99904;medio;Cistierna;Montaña Oriental;León
1378;MARTINEZ;ANZOLA;CARLOS;6590,759241;muy bajo;Congosto;Bandera de El Bierzo.svg;León
1379;MARTINEZ;HUELMO;RUBEN WALDEMAR;29003,50006;medio;Corbillos de los Oteros;Esla-Campos;León
1380;MARTINEZ;MOSCO;RICARDO;28227,50928;medio;Corullón;Bandera de El Bierzo.svg;León
1381;MARTINEZ;MARCHESONI;GONZALO;38999,86359;muy alto;Crémenes;Montaña Oriental;León
1382;MARTINEZ;GALLO;JUAN ESTEBAN;20870,57017;muy bajo;Cuadros;Tierra de León;León
1383;MARTINEZ;FERNANDEZ;JULIO CESAR;29200,23388;medio;Cubillas de Rueda;Vega del Esla;León
1384;MARTINEZ;MENDITEGUY;LUIS ALBERTO;30332,43944;medio;Cubillas de los Oteros;Esla-Campos;León
1385;MARTINEZ;BERAZA;RODOLFO LUIS;24859,73103;bajo;Cubillos del Sil;Bandera de El Bierzo.svg;León
1386;MARTINEZ;VIDAL;ANA MARIA;25330,30985;medio;Cármenes;Montaña Occidental;León
1387;MARTINEZ;RODRIGUEZ;JOSE GERVASIO;19941,53241;muy bajo;Destriana;Tierra de La Bañeza;León
1388;MARTINEZ;GARIBALDI;SOFIA;41862,42818;muy alto;El Burgo Ranero;Tierra de Sahagún;León
1389;MARTINEZ;;DANIEL;21789,5784;muy bajo;Encinedo;Comarca de La Cabrera;León
1390;MARTINEZ;USOZ;ANDRES CARLOS;29248,08035;medio;Escobar de Campos;Tierra de Sahagún;León
1391;MARTINEZ;ROSALES;CARLOS ALBERTO;30984,55869;medio;Fabero;Bandera de El Bierzo.svg;León
1392;MARTINEZ;DA COSTA;GUSTAVO;15916,42197;muy bajo;Folgoso de la Ribera;Bandera de El Bierzo.svg;León
1393;MARTINEZ;MARTIN;RUBEN JORGE;24237,93473;bajo;Fresno de la Vega;Vega del Esla;León
1394;MARTINEZ;;DANIEL;33066,13585;alto;Fuentes de Carbajal;Vega del Esla;León
1395;MARTINEZ;FERREIRA;JUAN CARLOS;22365,80374;muy bajo;Garrafe de Torío;Tierra de León;León
1396;MARTINEZ;MARQUEZ;HEBER ADRIAN;37636,21219;muy alto;Gordaliza del Pino;Tierra de Sahagún;León
1397;MARTINEZ;VELAZQUEZ;GRACIELA YANET;35286,99268;muy alto;Gordoncillo;Vega del Esla;León
1398;MARTINEZ;BALBUENA;MARIA DEL HUERTO;20262,07386;muy bajo;Gradefes;Esla-Campos;León
1399;MARTINEZ;DESTOUET;ISABEL;13582,61854;muy bajo;Grajal de Campos;Tierra de Sahagún;León
1400;MARTINEZ;SILVERA;CARLOS ANTONIO;22929,27386;muy bajo;Gusendos de los Oteros;Esla-Campos;León
1401;MARTINEZ;CAETANO;HERIC ALEM;25110,40011;medio;Hospital de Órbigo;Ribera del Órbigo;León
1402;MARTINEZ;LATORRE;ANA LAURA;28626,23736;medio;Igüeña;Bandera de El Bierzo.svg;León
1403;MARTINEZ;AREOSA;BEATRIZ MARIA;34759,83933;alto;Izagre;Esla-Campos;León
1404;MARTINEZ;IZQUIERDO;WALTER;32281,10527;alto;Joarilla de las Matas;Tierra de Sahagún;León
1405;MARTINEZ;DE LAS HERAS;DARDO ALEJANDRO;12387,07323;muy bajo;La Bañeza;Tierra de La Bañeza;León
1406;MARTINEZ;LARROSA;ANA KARINA;30334,54068;medio;La Ercina;Montaña Oriental;León
1407;MARTINEZ;CALANDRIA;EDUARDO BERNABE;37335,66642;muy alto;La Pola de Gordón;Montaña Central;León
1408;MARTINEZ;ADIPE;GERARDO CELSO;25517,94146;medio;La Robla;Montaña Central;León
1409;MARTINEZ;AREOSA;BEATRIZ MARIA;32366,09538;alto;La Vecilla;Montaña Central;León
1410;MARTINEZ;ROSSO;ELENA;45553,01921;muy alto;Laguna Dalga;Páramo Leonés;León
1411;MARTINEZ;VILLAAMIL;DANIEL CARLOS;28385,72812;medio;Laguna de Negrillos;Páramo Leonés;León
1412;MARTINS;JUANICO;NELSON YEIN;35350,64121;muy alto;Las Omañas;Omaña;León
1413;MARTINS;HERNANDEZ;LUCY MARTINS;40919,1901;muy alto;León;Tierra de León;León
1414;MARTIRENA;DAMBROSIO;ANDRES;32612,70894;alto;Llamas de la Ribera;Ribera del Órbigo;León
1415;MARTIRENA;ALZUGARAY;GREGORIO;15621,62983;muy bajo;Los Barrios de Luna;Comarca de Luna;León
1416;MARTIRENA;GIMENEZ;ANA MARIA;38345,48327;muy alto;Lucillo;Maragatería;León
1417;MARTON;AMEAL;GUSTAVO JAVIER;23808,32143;bajo;Luyego;Maragatería;León
1418;MASCARO;FIEGUTH;SILVIA;26541,57419;medio;Magaz de Cepeda;La Cepeda (León);León
1419;MASEDA;ARTOLA;CARLOS ANTONIO;27532,60846;medio;Abajas;La Bureba;Burgos
1420;MASOLLER;OTTIERI;ANDRES;42731,79776;muy alto;Adrada de Haza;Ribera del Duero;Burgos
1421;MASSEILOT;CHAVEZ;HECTOR;30694,38049;medio;Aguas Cándidas;La Bureba;Burgos
1422;MASSEY;MILLER;LUIS BALTASAR;10638,44511;muy bajo;Aguilar de Bureba;La Bureba;Burgos
1423;MASSITTA;FERREIRA;FRANCISCO JULIAN;29446,84287;medio;Albillos;Alfoz de Burgos;Burgos
1424;MATA;PRATES;CARLOS ALBERTO;30843,87855;medio;Alcocero de Mola;La Bureba;Burgos
1425;MATEOS;AGUIRRE ZABALA;FEDOR ALEJANDRO;28537,09561;medio;Alfoz de Bricia;Las Merindades;Burgos
1426;MATEU;CHIAVONE;GABRIEL;32358,51207;alto;Alfoz de Quintanadueñas;Alfoz de Burgos;Burgos
1427;MATIAUDA;ESPINO;VENANCIA MARIA;37608,81082;muy alto;Alfoz de Santa Gadea;Las Merindades;Burgos
1428;MATTOS;MELO;ROXANA DANIELLA;19698,23737;muy bajo;Altable;Comarca del Ebro;Burgos
1429;MATTOS;DAHLQUIST;CARLOS JOSE;27771,26066;medio;Ameyugo;Comarca del Ebro;Burgos
1430;MAURI;SCARONE;TANIA;25316,48944;medio;Anguix;Ribera del Duero;Burgos
1431;MAURI;TUSSO;GRACIELA TULA;26864,02685;medio;Aranda de Duero;Ribera del Duero;Burgos
1432;MAYOLA;ORTIGUEIRA;GUSTAVO RICARDO;23766,19767;bajo;Arandilla;Ribera del Duero;Burgos
1433;MAZZILLI;BERTONI;CARLOS MARÍA;29087,2054;medio;Arauzo de Miel;Sierra de la Demanda (comarca);Burgos
1434;MAZZONI;GOLLARDIA;JOSE;26959,78037;medio;Arauzo de Salce;Sierra de la Demanda;Burgos
1435;MAZZONI;MOROSOLI;JULIAN ALEJANDRO;26192,63791;medio;Arauzo de Torre;Sierra de la Demanda (comarca);Burgos
1436;MAZZONI;MOROSOLI;ROSANA CECILIA;11233,46896;muy bajo;Arcos;Alfoz de Burgos;Burgos
1437;MAZZOTTI;DIEZ;MARIA ELENA;22656,16964;muy bajo;Arenillas de Riopisuerga;Odra-Pisuerga;Burgos
1438;MAZZUCHI;CRISAFULLI;GRACIELA;14927,57954;muy bajo;Arija;Las Merindades;Burgos
1439;MEDINA;RIVEIRO;ROBERT NINO;33371,53377;alto;Arlanzón;Alfoz de Burgos;Burgos
1440;MEDINA;COSCIA;ISIDRO RAMON;26101,29361;medio;Arraya de Oca;Montes de Oca (comarca);Burgos
1441;MEIJIDES;MAINE;GUSTAVO WILLIAN;30738,90907;medio;Atapuerca;Alfoz de Burgos;Burgos
1442;MEILAN;BELLO;RAFAEL MANUEL;24107,39927;bajo;Avellanosa de Muñó;Comarca del Arlanza;Burgos
1443;MEIRELES;CRESPO;WALTER JOSE;37453,82102;muy alto;Bahabón de Esgueva;Comarca del Arlanza;Burgos
1444;MELENDEZ;CADIAC;LAURO JUAN BAUTISTA;21485,14851;muy bajo;Barbadillo de Herreros;Sierra de la Demanda (comarca);Burgos
1445;MELLI;PEREIRA;CARLOS ENRIQUE;27337,71857;medio;Barbadillo del Mercado;Sierra de la Demanda (comarca);Burgos
1446;MELO;BOCCA;MARIA DEL CARMEN;25769,40415;medio;Barbadillo del Pez;Sierra de la Demanda (comarca);Burgos
1447;MENA;GONZALEZ;NIGEL RAFAEL;32692,74794;alto;Barrio de Muñó;Comarca del Arlanza;Burgos
1448;MENDEZ;OLIVER;SCHUBERT FLORENCIO;36022,7535;muy alto;Barrios de Colina;Montes de Oca (comarca);Burgos
1449;MENDEZ;GALAIN;RAMON NORBERTO;20715,15024;muy bajo;Basconcillos del Tozo;Páramos (comarca);Burgos
1450;MENDEZ;ARECO;ELBIO;22560,02196;muy bajo;Bascuñana;Montes de Ayago;Burgos
1451;MENDEZ;VIERA;ANIBAL ALBERTO;24078,12551;bajo;Baños de Valdearados;Ribera del Duero;Burgos
1452;MENDEZ;GORO;LUIS ALBERTO;17172,98464;muy bajo;Bañuelos de Bureba;La Bureba;Burgos
1453;MENDEZ;AREBALO;ALEJANDRA;33805,86413;alto;Belbimbre;Odra-Pisuerga;Burgos
1454;MENDEZ;PASCAL;SILVIA;23404,9856;bajo;Belorado;Montes de Oca (comarca);Burgos
1455;MENDEZ;LOPEZ;MYRIAM EVA;22596,25269;muy bajo;Berberana;Las Merindades;Burgos
1456;MENDEZ;PELUFFO;JUAN CARLOS;25743,81297;medio;Berlangas de Roa;Ribera del Duero;Burgos
1457;MENDEZ;OLIVER;SCHUBERT FLORENCIO;32739,3828;alto;Berzosa de Bureba;La Bureba;Burgos
1458;MENDEZ;AGUILERRA;PEDRO;19310,30906;muy bajo;Bozoó;;Burgos
1459;MENDINA;FARIAS;JESUS MIGUEL;24640,79535;bajo;Brazacorta;Ribera del Duero;Burgos
1460;MENDIONDO;VIDART;DARI;27101,20506;medio;Briviesca;La Bureba;Burgos
1461;MENDIVE;MASCHERONI;CARLOS;31323,41692;alto;Bugedo;Comarca del Ebro;Burgos
1462;MENDIVE;MASCHERONI;CARLOS;23510,99169;bajo;Buniel;Alfoz de Burgos;Burgos
1463;MENDOZA;NOVO;LUIS;27996,59496;medio;Burgos;Alfoz de Burgos;Burgos
1464;MENENDEZ;LUTAR;CECILIA AMPARO;32848,68207;alto;Busto de Bureba;La Bureba;Burgos
1465;MENENDEZ;BALSEMAO;JOSE OMAR;23589,2388;bajo;Cabañes de Esgueva;Comarca del Arlanza;Burgos
1466;MENESES;ANDRADE;OSCAR HEBER;39592,78581;muy alto;Cabezón de la Sierra;Sierra de la Demanda (comarca);Burgos
1467;MENONI;SARTI;CÉSAR DANIEL;39252,39311;muy alto;Caleruega;Ribera del Duero;Burgos
1468;MENONI;FURTADO;RICHARD FREDDY;13946,23025;muy bajo;Campillo de Aranda;Ribera del Duero;Burgos
1469;MENONI;GONZALEZ;DARÍO CONSTANTINO;34897,01396;alto;Campolara;Sierra de la Demanda (comarca);Burgos
1470;MERCAPIDE;RODRIGUEZ;BLANCA GRACIELA;23296,8539;bajo;Canicosa de la Sierra;Sierra de la Demanda (comarca);Burgos
1471;MERIALDO;COBELLI;GLORIA GABRIELA;40569,24822;muy alto;Cantabrana;La Bureba;Burgos
1472;MERONI;;JORGE;22283,02257;muy bajo;Carazo;Sierra de la Demanda (comarca);Burgos
1473;MESA;DIAZ;JORGE LUIS;30632,66681;medio;Carcedo de Bureba;La Bureba;Burgos
1474;MESA;PEREZ;JOSE IGNACIO;39304,45326;muy alto;Carcedo de Burgos;Alfoz de Burgos;Burgos
1475;MESA;MARTINEZ;WALTER ANIBAL;17115,25491;muy bajo;Cardeñadijo;Alfoz de Burgos;Burgos
1476;MESSERE;FERRARO;ALVARO RICARDO;33413,96512;alto;Cardeñajimeno;Alfoz de Burgos;Burgos
1477;METHOL;RAFFO;ROBERTO GERONIMO;35941,91772;muy alto;Cardeñuela Riopico;Alfoz de Burgos;Burgos
1478;METHOL;NOCETI;JULIO ENRIQUE;36686,27334;muy alto;Carrias;La Bureba;Burgos
1479;MEZZONI;BARRENECHEA;MARIA AUXILIADORA;21391,78913;muy bajo;Cascajares de Bureba;La Bureba;Burgos
1480;MICHELINI;DELLEPIANE;FELIPE RAUL;40160,42968;muy alto;Cascajares de la Sierra;Sierra de la Demanda (comarca);Burgos
1481;MICHELINI;DELLE PIANE;RAFAEL EUGENIO;27241,41899;medio;Castellanos de Castro;Odra-Pisuerga;Burgos
1482;MICOL;BERRUETA;EDISON ARIEL;21872,77939;muy bajo;Castil de Peones;La Bureba;Burgos
1483;MIERES;KRABS;GUSTAVO DANIEL;26548,57708;medio;Castildelgado;;Burgos
1484;MIERES;SANTOS;NESTOR;31700,44353;alto;Castrillo Matajudíos;Odra-Pisuerga;Burgos
1485;MIGUEZ;ISBARBO;RICARDO HORACIO;33130,72295;alto;Castrillo de Riopisuerga;Odra-Pisuerga;Burgos
1486;MIHICH;MARTINEZ;RUBENS LUIS;38805,46215;muy alto;Castrillo de la Reina;Sierra de la Demanda (comarca);Burgos
1487;MILAN;CARRASCO;NORMA SONIA;17967,74767;muy bajo;Castrillo de la Vega;Ribera del Duero;Burgos
1488;MILANO;GOLDCORN;EDUARDO;36644,35944;muy alto;Castrillo del Val;Alfoz de Burgos;Burgos
